area,bedrooms,bathrooms,floors,location,parking,furnishing,property_type,age,price
1916,5,2,2,Prayagraj,0,Semi-Furnished,House,8,12917364.28046384
3493,3,2,2,Noida,1,Furnished,House,13,38756306.79421264
3342,1,3,2,Gurgaon,1,Furnished,Villa,16,47675258.67030859
3181,1,1,3,Mumbai,0,Furnished,Apartment,4,48444183.38713273
1717,1,2,3,Noida,2,Furnished,House,1,19567595.947527792
2040,2,3,3,Pune,2,Semi-Furnished,House,19,24210100.104204733
2576,4,2,1,Prayagraj,2,Unfurnished,House,15,14033333.429907417
3736,5,4,3,Delhi,2,Semi-Furnished,Apartment,13,50352955.066736914
1945,3,3,3,Jaipur,2,Furnished,Villa,13,18763746.248129345
2886,3,1,3,Mumbai,2,Semi-Furnished,House,26,45479082.95929689
2019,2,1,2,Mumbai,2,Furnished,Apartment,0,32302515.29914989
1888,1,1,3,Noida,2,Unfurnished,House,2,20780632.321541987
2356,2,1,1,Pune,0,Unfurnished,House,25,26752378.4656006
1865,4,2,2,Delhi,2,Unfurnished,Villa,6,26028726.017108824
999,4,2,1,Bangalore,2,Furnished,House,25,15463842.444553448
2180,5,1,3,Prayagraj,2,Semi-Furnished,House,14,13229840.778420053
1010,5,1,2,Bangalore,1,Unfurnished,Apartment,18,15809461.332643915
3898,4,1,1,Jaipur,0,Furnished,Apartment,19,34453900.32349588
716,4,2,3,Delhi,0,Furnished,Villa,1,10938258.648347069
1824,4,1,1,Delhi,0,Semi-Furnished,Apartment,18,24357393.01767834
1655,2,1,1,Prayagraj,2,Unfurnished,Apartment,8,9093322.763240518
2327,4,4,1,Kanpur,2,Furnished,Villa,18,15953122.99740354
3641,3,4,3,Bangalore,1,Semi-Furnished,House,26,50006916.52335201
3823,1,1,3,Lucknow,0,Unfurnished,Villa,4,27216893.768947206
3986,4,3,1,Mumbai,2,Semi-Furnished,Apartment,17,62943474.298278674
2310,1,1,2,Kanpur,0,Semi-Furnished,Villa,15,12137545.83393973
2992,2,4,2,Lucknow,1,Furnished,House,3,23099171.309972476
3423,1,3,3,Pune,1,Furnished,Villa,11,38828993.66138327
1705,2,3,3,Prayagraj,1,Furnished,Apartment,28,9187563.234048616
2714,3,1,3,Pune,0,Semi-Furnished,Apartment,6,31025229.867461886
590,2,4,3,Mumbai,2,Furnished,Villa,13,11532475.599104445
1213,2,4,3,Gurgaon,2,Semi-Furnished,House,22,18513932.044965837
2381,5,3,2,Lucknow,1,Semi-Furnished,Villa,11,19566592.544988863
538,4,1,3,Kanpur,2,Furnished,House,2,6304329.468201366
3697,4,2,1,Lucknow,1,Unfurnished,House,4,28803208.967110567
672,3,2,1,Lucknow,0,Unfurnished,Villa,16,5666498.380691478
1152,3,4,2,Prayagraj,1,Unfurnished,House,25,7083588.1548891645
1253,4,2,1,Pune,0,Semi-Furnished,Apartment,9,15101462.850092627
1743,5,4,2,Bangalore,1,Semi-Furnished,Villa,9,26913995.155274425
1581,4,4,2,Gurgaon,2,Semi-Furnished,House,10,24786024.161004137
2183,5,4,1,Prayagraj,2,Furnished,Apartment,16,12708087.577380508
3023,3,2,3,Jaipur,1,Semi-Furnished,Villa,4,26752280.715295505
955,1,4,1,Prayagraj,2,Furnished,Apartment,12,6314956.024224705
1328,3,3,1,Mumbai,2,Furnished,Apartment,9,23358101.357518077
1394,3,1,2,Gurgaon,2,Unfurnished,Apartment,8,21176212.759459045
1884,2,1,1,Delhi,0,Unfurnished,House,16,23697374.329003554
2458,2,4,2,Jaipur,2,Unfurnished,Villa,0,22236825.15516045
3572,2,1,3,Noida,0,Furnished,Villa,3,39313307.30907056
2934,2,2,3,Prayagraj,1,Furnished,House,3,16101333.889223613
2496,5,2,3,Lucknow,2,Furnished,Villa,17,19756930.189677626
2895,4,1,1,Bangalore,2,Semi-Furnished,Apartment,8,40369364.10696223
689,1,2,2,Delhi,2,Furnished,Villa,29,8867314.818866814
1004,3,1,3,Prayagraj,1,Unfurnished,House,24,5941759.24703568
1714,5,1,2,Prayagraj,0,Unfurnished,Apartment,28,9300307.793272028
2031,1,1,2,Kanpur,0,Furnished,House,28,10152413.75454953
3940,5,4,3,Kanpur,2,Furnished,Apartment,17,24468048.65214325
3980,5,1,3,Delhi,1,Unfurnished,Apartment,13,52163887.70976282
1323,3,4,2,Pune,1,Furnished,Villa,24,15922707.273208622
1428,4,1,3,Kanpur,1,Unfurnished,Apartment,14,10505846.009084783
1433,2,1,2,Lucknow,1,Semi-Furnished,House,5,10929109.688870281
1640,4,1,2,Jaipur,1,Unfurnished,Villa,23,14401166.776025135
633,3,2,3,Noida,0,Semi-Furnished,House,9,7599751.279550237
2605,3,4,1,Gurgaon,0,Furnished,Apartment,28,37478014.1994792
1184,3,4,3,Noida,0,Furnished,House,14,13320937.93851058
3219,1,1,1,Noida,2,Semi-Furnished,House,28,33419439.6430688
2720,4,1,2,Gurgaon,1,Furnished,Apartment,3,39661895.24975922
2352,4,2,2,Kanpur,2,Semi-Furnished,Villa,17,15700505.183370851
1314,5,2,1,Delhi,1,Furnished,House,17,18914681.17462097
1672,5,2,2,Gurgaon,0,Unfurnished,Apartment,24,26268511.800766222
579,5,4,1,Mumbai,2,Furnished,Villa,16,11802499.710248895
3433,3,4,1,Pune,0,Unfurnished,Villa,11,38833728.083014876
3784,4,4,2,Jaipur,1,Unfurnished,Villa,6,35364440.6001781
702,3,1,1,Bangalore,1,Semi-Furnished,House,15,10737561.579238534
3311,1,4,3,Kanpur,1,Furnished,House,10,20020053.93948034
1752,5,3,3,Pune,0,Semi-Furnished,House,13,21721108.205127977
2199,3,3,2,Gurgaon,1,Furnished,Villa,2,33064575.972202305
1750,3,2,2,Mumbai,0,Unfurnished,House,18,28143230.437567834
2182,1,4,1,Bangalore,2,Unfurnished,Apartment,17,29851689.691196952
2055,2,3,1,Jaipur,1,Furnished,House,29,16844818.587373264
3973,4,2,1,Jaipur,1,Furnished,House,9,36957546.024129525
2594,2,4,1,Kanpur,1,Semi-Furnished,Villa,5,16844314.618914112
1756,5,1,3,Gurgaon,2,Furnished,House,12,27244292.0235102
3876,3,3,3,Pune,1,Furnished,Apartment,9,46018142.81050699
2049,1,1,2,Delhi,0,Furnished,Villa,17,26039496.10551942
1666,1,4,1,Pune,0,Semi-Furnished,Apartment,25,18570598.55996015
3986,4,3,1,Pune,1,Furnished,Villa,19,47218091.37890884
1896,2,4,2,Jaipur,1,Unfurnished,Villa,25,17252508.003289007
3830,4,1,1,Delhi,2,Semi-Furnished,House,15,49738357.09134297
3203,3,3,1,Delhi,2,Semi-Furnished,Apartment,24,42102807.33414252
970,4,1,1,Kanpur,2,Unfurnished,Villa,24,6661714.983911959
3518,1,4,1,Bangalore,1,Unfurnished,House,5,48293639.09989931
1535,1,4,1,Prayagraj,2,Unfurnished,Villa,12,9021325.233456613
1853,5,1,2,Noida,2,Furnished,Villa,3,23040748.85065248
3283,5,3,1,Noida,0,Unfurnished,Villa,22,36298502.00743647
3331,3,1,2,Jaipur,2,Furnished,Villa,13,29562881.09032613
1467,2,4,1,Prayagraj,0,Semi-Furnished,Villa,0,10196163.113115598
857,4,1,3,Bangalore,0,Semi-Furnished,Villa,27,12210076.251986524
3519,3,4,3,Prayagraj,2,Unfurnished,House,19,19191378.38884979
3979,5,1,3,Kanpur,0,Furnished,Villa,4,25839515.237238996
1167,4,3,3,Pune,1,Unfurnished,Apartment,7,15939138.735974552
872,5,3,2,Jaipur,1,Unfurnished,House,11,9437809.860419443
1531,4,1,2,Delhi,2,Furnished,Apartment,1,21392861.17392282
1645,2,1,1,Jaipur,1,Unfurnished,Villa,11,15012789.60718272
1871,3,3,3,Noida,0,Semi-Furnished,Apartment,4,21907002.45394524
3223,4,4,2,Bangalore,1,Unfurnished,Villa,21,45047189.93336941
589,1,3,1,Prayagraj,2,Furnished,Villa,4,5316712.091583232
3245,1,4,1,Bangalore,2,Furnished,House,12,44049756.421920806
3887,4,1,2,Kanpur,0,Semi-Furnished,House,8,23579993.088283982
3749,4,1,3,Jaipur,2,Furnished,Villa,9,32610044.895280883
1039,4,4,1,Gurgaon,1,Furnished,House,0,18276329.944400486
3279,1,1,3,Jaipur,2,Semi-Furnished,Apartment,29,26744173.84946871
1368,1,4,3,Delhi,0,Unfurnished,House,2,19165368.384400465
540,4,2,3,Jaipur,2,Semi-Furnished,House,29,6362015.065718651
1239,5,3,1,Mumbai,1,Unfurnished,Apartment,17,22805149.62939389
2446,5,2,3,Kanpur,0,Semi-Furnished,House,11,16472237.788265606
3049,2,4,1,Lucknow,1,Unfurnished,Villa,28,21914956.687839944
3506,3,3,3,Kanpur,0,Semi-Furnished,Apartment,2,22010411.479998548
3716,5,4,1,Prayagraj,2,Unfurnished,Villa,25,20378773.576085705
1724,1,3,3,Lucknow,0,Semi-Furnished,Apartment,24,12277580.088754455
1428,5,3,2,Prayagraj,0,Unfurnished,Villa,28,8746748.747228814
2536,2,3,3,Prayagraj,2,Semi-Furnished,Villa,29,12991230.775164064
3008,2,3,3,Delhi,1,Furnished,House,8,38951616.756036215
3279,3,4,1,Delhi,2,Unfurnished,Villa,25,43015623.02988139
3299,5,3,1,Pune,0,Semi-Furnished,House,1,40560915.012843035
1424,1,3,3,Noida,2,Unfurnished,Apartment,29,14225951.602664137
3456,1,2,2,Pune,0,Unfurnished,Villa,2,39262903.67336743
2081,4,1,2,Pune,2,Semi-Furnished,Villa,13,25291223.584590137
3824,1,1,1,Noida,2,Unfurnished,Apartment,3,39878341.67939329
889,3,2,2,Gurgaon,1,Semi-Furnished,Apartment,24,14266132.21685646
2117,3,2,3,Lucknow,0,Furnished,Villa,18,15563444.592723472
3430,1,4,1,Bangalore,1,Unfurnished,Apartment,12,46199956.240620784
755,1,4,3,Pune,0,Furnished,House,6,9552328.861871606
1208,4,4,1,Jaipur,2,Unfurnished,Apartment,11,12965886.419399112
2338,1,2,1,Jaipur,0,Unfurnished,Apartment,2,20160963.55102383
2444,4,2,1,Prayagraj,1,Unfurnished,Villa,22,14015806.832994463
2997,4,3,1,Noida,1,Semi-Furnished,House,22,33468353.26972061
509,1,4,2,Prayagraj,1,Furnished,Apartment,8,3325479.053197322
3371,2,4,3,Mumbai,0,Unfurnished,House,1,53602197.44153882
1297,2,4,3,Mumbai,1,Semi-Furnished,House,28,19965415.151804842
3813,4,1,3,Bangalore,1,Unfurnished,House,21,51436229.55223258
3822,1,3,1,Delhi,1,Semi-Furnished,Villa,8,49350999.16410618
1376,2,4,2,Delhi,2,Unfurnished,Apartment,11,18674167.721965086
1528,1,4,3,Noida,2,Furnished,Villa,11,18196142.226524547
3690,1,4,2,Noida,0,Furnished,Apartment,14,39580461.60015457
1515,1,1,1,Pune,0,Unfurnished,Apartment,1,16991588.287448004
2324,5,1,3,Mumbai,1,Semi-Furnished,Villa,17,37267926.35696622
873,1,2,2,Pune,2,Unfurnished,House,12,11004084.847340714
3636,5,3,1,Delhi,1,Semi-Furnished,House,13,48525343.198695466
2693,4,2,2,Lucknow,1,Unfurnished,Apartment,4,21796997.413278818
723,2,3,3,Lucknow,2,Semi-Furnished,Villa,25,5677756.009960967
1762,2,1,3,Noida,2,Furnished,House,9,19320883.953748245
2724,2,4,1,Prayagraj,2,Unfurnished,House,11,15657323.685517192
2302,2,2,1,Delhi,0,Furnished,Apartment,9,29625911.311485704
1352,2,4,1,Lucknow,0,Furnished,Apartment,23,10558527.066685181
3853,2,2,2,Delhi,1,Unfurnished,Villa,10,49591908.19479932
562,2,1,2,Kanpur,0,Unfurnished,Apartment,24,3636561.706687887
1740,4,1,2,Jaipur,2,Semi-Furnished,House,1,18025241.9937679
3374,1,1,1,Mumbai,2,Semi-Furnished,House,4,52613511.1583995
3342,3,2,3,Pune,0,Furnished,House,29,37706828.930601776
1188,5,3,3,Delhi,1,Semi-Furnished,House,6,18401704.194518678
1984,3,2,2,Jaipur,1,Semi-Furnished,Villa,5,18024598.202398464
2133,3,3,2,Kanpur,0,Unfurnished,Villa,21,13953032.728925018
2652,1,2,3,Pune,1,Semi-Furnished,Apartment,22,30475411.275028236
3670,1,2,3,Delhi,1,Furnished,Apartment,2,46792440.18041979
1010,1,1,2,Noida,1,Semi-Furnished,Apartment,12,10113437.590296546
884,2,4,2,Jaipur,2,Furnished,Villa,2,9045311.42357189
904,4,4,3,Pune,2,Unfurnished,House,25,11602115.18002044
3370,2,3,1,Delhi,0,Furnished,Apartment,24,43412880.282177486
1017,4,4,2,Jaipur,2,Semi-Furnished,House,29,11167385.157889701
975,4,2,3,Kanpur,1,Unfurnished,Apartment,23,7355063.106309412
2500,3,2,3,Delhi,2,Semi-Furnished,Apartment,20,32681903.89169177
3256,3,1,3,Delhi,0,Unfurnished,Apartment,5,42696849.2334552
2168,4,1,3,Delhi,2,Unfurnished,Apartment,10,28931910.983597483
2393,4,4,1,Bangalore,1,Semi-Furnished,Apartment,27,34175504.02278212
3318,2,3,3,Noida,1,Semi-Furnished,House,25,35705014.46999127
1960,2,4,2,Kanpur,0,Unfurnished,Apartment,16,12562598.891008232
3594,3,4,1,Pune,2,Unfurnished,House,9,42239032.149070114
3544,1,4,3,Bangalore,2,Semi-Furnished,Villa,11,48300901.40656567
3224,4,4,1,Prayagraj,2,Furnished,Apartment,16,18660136.5699906
1213,2,2,2,Bangalore,1,Semi-Furnished,House,3,18354656.449761808
582,3,3,3,Mumbai,0,Unfurnished,Villa,1,10858750.120275708
1668,2,2,2,Mumbai,2,Semi-Furnished,Villa,10,27377425.953585412
3656,4,3,3,Delhi,1,Furnished,Villa,6,48309564.10169486
3649,4,1,3,Bangalore,1,Semi-Furnished,House,1,51940296.886413306
3004,5,4,3,Prayagraj,1,Unfurnished,Apartment,25,16912187.645863734
2401,1,2,3,Bangalore,2,Semi-Furnished,Apartment,17,32705052.587026056
2548,5,3,3,Noida,2,Unfurnished,House,20,29386804.807616815
550,3,1,1,Noida,2,Unfurnished,Apartment,3,8977651.560680246
1184,2,1,3,Prayagraj,2,Semi-Furnished,House,7,7116550.804012282
1216,3,4,3,Bangalore,2,Unfurnished,Apartment,19,17765271.988504935
1969,4,3,1,Jaipur,2,Unfurnished,Villa,13,19259353.256306533
948,5,2,1,Noida,2,Furnished,Apartment,11,13012620.433387686
1380,5,4,1,Noida,2,Furnished,House,21,17161265.068120528
987,5,2,1,Lucknow,2,Furnished,House,20,8661617.067885946
2323,3,1,1,Bangalore,1,Furnished,Villa,26,31231900.56930482
2581,4,2,1,Noida,2,Unfurnished,House,29,28891249.47407246
3919,2,2,3,Kanpur,0,Semi-Furnished,Apartment,17,21722675.526883017
2642,2,4,3,Bangalore,1,Unfurnished,Apartment,10,36664577.05030714
3643,3,2,2,Mumbai,2,Unfurnished,Villa,28,57499631.9609084
2074,5,4,3,Lucknow,0,Unfurnished,House,27,16621251.890499976
2701,1,1,3,Noida,2,Semi-Furnished,Villa,29,29047355.06977637
749,3,4,1,Lucknow,0,Furnished,Apartment,7,6520674.8798506735
1173,3,4,1,Mumbai,0,Unfurnished,Villa,1,20033516.065540284
937,4,3,3,Prayagraj,0,Unfurnished,House,24,4983983.098873606
2665,2,2,2,Prayagraj,0,Furnished,Villa,14,14855345.28337265
1270,3,1,1,Bangalore,1,Unfurnished,House,8,17918506.424624186
3877,3,4,3,Mumbai,1,Semi-Furnished,House,18,60462339.34413584
767,5,1,3,Gurgaon,0,Unfurnished,Apartment,19,12232040.342787283
2484,5,3,2,Gurgaon,2,Unfurnished,Apartment,7,37279595.44590577
1577,1,2,2,Bangalore,0,Furnished,Apartment,24,20471707.5548473
735,4,4,1,Delhi,1,Unfurnished,House,18,11531614.625472452
888,1,2,2,Lucknow,2,Unfurnished,Villa,4,7718460.5520235505
3537,5,3,3,Lucknow,1,Semi-Furnished,House,10,27571665.52994453
1262,2,3,3,Prayagraj,1,Furnished,Apartment,14,7396445.349667338
2348,5,1,2,Gurgaon,2,Furnished,Apartment,7,35281202.388464935
2948,4,4,2,Pune,0,Semi-Furnished,Villa,18,34361750.886375174
1123,5,1,2,Noida,0,Unfurnished,Apartment,22,12518229.87851705
3314,4,3,2,Noida,0,Furnished,Apartment,26,36064757.10983182
3874,4,2,1,Noida,0,Furnished,Apartment,7,42869319.88927161
3466,4,1,2,Prayagraj,2,Unfurnished,Villa,25,18064092.739386875
3778,4,1,1,Mumbai,2,Unfurnished,House,26,58526536.503569335
1752,4,2,3,Jaipur,2,Furnished,Apartment,29,16167500.046634085
3400,2,1,2,Gurgaon,1,Unfurnished,Villa,18,48914652.44145216
1077,1,2,1,Gurgaon,2,Furnished,Apartment,17,15470676.743244426
2622,3,4,2,Pune,0,Unfurnished,Villa,9,31126634.711211957
934,1,2,3,Lucknow,1,Unfurnished,Apartment,28,6257752.97987824
2650,4,4,3,Delhi,0,Semi-Furnished,Villa,6,35537810.077718444
3993,2,2,3,Bangalore,0,Unfurnished,Apartment,27,52672450.43535192
1263,5,3,2,Lucknow,2,Semi-Furnished,House,8,12216707.044047318
3285,2,3,2,Mumbai,2,Unfurnished,Apartment,0,53134160.764516175
3353,4,4,1,Bangalore,0,Furnished,Villa,18,46621350.82390279
1829,2,4,3,Gurgaon,0,Furnished,Apartment,4,26419117.476192117
2645,2,3,2,Mumbai,1,Unfurnished,House,18,41909674.46326788
3345,4,4,3,Bangalore,2,Unfurnished,Apartment,0,48822191.08516873
1858,2,2,3,Pune,1,Furnished,Villa,14,21637650.91827586
3406,3,2,1,Pune,1,Unfurnished,Villa,15,39458277.11229829
2982,3,3,1,Kanpur,1,Semi-Furnished,House,22,17562883.234943032
946,2,1,1,Jaipur,0,Semi-Furnished,Villa,6,9137076.998946706
2517,5,2,1,Pune,1,Semi-Furnished,Apartment,25,29754908.267752692
1831,4,4,3,Gurgaon,1,Semi-Furnished,Apartment,11,28744750.948834296
748,3,1,1,Delhi,0,Semi-Furnished,Apartment,7,10496009.726757422
665,5,1,1,Noida,2,Unfurnished,Villa,4,10003395.734059483
3531,2,2,1,Kanpur,2,Unfurnished,Apartment,9,21100427.87697022
1858,5,2,1,Noida,1,Semi-Furnished,Apartment,27,22086555.80965465
1519,1,1,3,Jaipur,0,Unfurnished,Apartment,20,12714339.693099024
1041,3,1,1,Bangalore,2,Unfurnished,House,4,16388803.659562461
1258,2,3,3,Prayagraj,1,Semi-Furnished,Villa,16,7318511.750388583
3677,4,4,2,Pune,1,Unfurnished,Villa,25,42997029.84974286
2628,2,3,3,Delhi,0,Unfurnished,Villa,4,34643704.615232386
2680,4,2,3,Jaipur,1,Unfurnished,House,21,23726295.399311405
1296,2,3,1,Noida,2,Semi-Furnished,Villa,14,15223834.391851936
3447,5,3,2,Kanpur,0,Unfurnished,House,12,21608020.829598255
